Month,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2013-01,BATS BYX (Y),2096549253,468286003,1009313373,3574148629,57444501832.0,22794721583.8,27710493400.5,107949716816.0,13772885,1680607,6326825,21780317
2013-01,BATS BZX (Z),5930293608,2389033738,3946809503,12266136849,170910482291.0,143663865538.0,112758139411.0,427332487240.0,32994901,6663807,19885352,59544060
2013-01,CBSX (W),326933287,93824865,168213291,588971443,9081919035.07,4560849922.14,3952270370.4,17595039327.6,2180929,205942,1048415,3435286
2013-01,CHX (M),279900221,214621230,104907913,599429364,10726927312.3,16004181820.8,5748173930.74,32479283063.9,8264,25946,35882,70092
2013-01,EDGA (J),1883890118,763729755,997522989,3645142862,46509382121.7,35112622071.9,24834414932.3,106456419126.0,11216060,2286764,5619485,19122309
2013-01,EDGX (K),4882587803,1386213406,3806121211,10074922420,141459119275.0,60368409895.5,118103827466.0,319931356637.0,21799993,3542426,13979672,39322091
2013-01,NASDAQ (DQ),25039218253,6708548644,14020296750,45768063647,701601292712.0,345467649935.0,408906852188.0,1.45597579483e+12,70235863,10495228,34613490,115344581
2013-01,NASDAQ (Q),8220482138,2456489285,8630840590,19307812013,272486537224.0,165507970069.0,288243271428.0,726237778721.0,47265402,7480299,35961725,90707426
2013-01,NASDAQ BX (B),1829564703,571914528,977465768,3378944999,48508204617.2,29157846183.2,30655833578.9,108321884379.0,11497151,1838527,6108773,19444451
2013-01,NASDAQ PSX (X),400845355,250577121,377694242,1029116718,9040003054.27,14784226444.3,8329565617.08,32153795115.7,1661004,535253,1065669,3261926
2013-01,NSX (C),254737741,91639855,180387445,526765041,6058796421.84,3668209665.52,4218650281.71,13945656369.1,851524,176854,510490,1538868
2013-01,NYSE (DN),2317207498,388603182,1137582717,3843393397,73784356661.3,20253319088.3,39202879826.7,133240555576.0,13902893,1673954,6464204,22041051
2013-01,NYSE (N),14853171322,0,0,14853171322,486977473156.0,0.0,0.0,486977473156.0,37031137,0,0,37031137
2013-01,NYSE Arca (P),7401042966,3967981340,3878367334,15247391640,226072755231.0,233539573474.0,142773430829.0,602385759534.0,37783582,8295220,18852482,64931284
2013-01,NYSE MKT (A),0,187924085,121306150,309230235,0.0,1268229119.51,1723345983.03,2991575102.54,0,406644,470617,877261
2013-02,BATS BYX (Y),1350755703,385416057,663627001,2399798761,39220851086.3,19699057481.3,18116451020.9,77036359588.6,8928912,1322656,4011999,14263567
2013-02,BATS BZX (Z),5363864218,2464112325,3592985358,11420961901,163869871423.0,150325907041.0,102297551377.0,416493329840.0,31800831,6805235,18318679,56924745
2013-02,CBSX (W),284024922,91125225,133238877,508389024,8257039119.18,4045888711.48,3179236246.44,15482164077.1,1909623,194097,859812,2963532
2013-02,CHX (M),223830221,166106796,99031485,488968502,8561548627.79,11474327032.8,5266877145.01,25302752805.6,6622,25393,31222,63237
2013-02,EDGA (J),2335251666,838319149,1217327381,4390898196,61916971464.7,38931279067.0,31864144733.6,132712395265.0,14608463,2609861,7032077,24250401
2013-02,EDGX (K),4046985311,1240506383,3052737944,8340229638,133776784288.0,55948374164.9,94370468235.9,284095626689.0,20861651,3209680,12556153,36627484
2013-02,NASDAQ (DQ),22689693402,6448290859,12742740130,41880724391,679801619719.0,325803749742.0,355375149065.0,1.36098051853e+12,63862791,9634463,31207336,104704590
2013-02,NASDAQ (Q),8590933536,2735911382,8460008936,19786853854,291583694148.0,174429154458.0,268907267591.0,734920116197.0,49280922,8001732,34461115,91743769
2013-02,NASDAQ BX (B),1717231703,526066266,935970721,3179268690,50278094670.3,27860193493.3,28500789893.9,106639078058.0,11215266,1781282,5901985,18898533
2013-02,NASDAQ PSX (X),371525091,276893152,302022113,950440356,8749349727.33,16932313651.0,6481094426.74,32162757805.1,1469924,615684,855608,2941216
2013-02,NSX (C),214843860,87267248,161506858,463617966,5430993095.15,3823977991.53,3944408687.9,13199379774.6,760657,150135,455562,1366354
2013-02,NYSE (DN),2058403536,354510647,1040232631,3453146814,67172882555.9,19118050003.2,32812678130.2,119103610689.0,12250917,1493405,5671641,19415963
2013-02,NYSE (N),13772703221,0,0,13772703221,465660225592.0,0.0,0.0,465660225592.0,35470162,0,0,35470162
2013-02,NYSE Arca (P),6362725908,3853588262,3368517749,13584831919,207121121741.0,228253237305.0,116910083411.0,552284442457.0,34001637,8008897,16863443,58873977
2013-02,NYSE MKT (A),0,166849756,185390313,352240069,0.0,1101297356.54,2372822242.77,3474119599.31,0,353722,502412,856134
2013-03,BATS BYX (Y),1298577614,413842460,617685649,2330105723,35726628085.0,20000014694.6,16290010603.7,72016653383.4,8551877,1481174,3875595,13908646
2013-03,BATS BZX (Z),5073319963,2398895587,3234165967,10706381517,155587152188.0,144966580318.0,95876922419.2,396430654926.0,30760936,7071620,17250712,55083268
2013-03,CBSX (W),282334889,111786327,134631014,528752230,8017400210.64,5311010170.42,3347634450.4,16676044831.5,1839021,211053,842661,2892735
2013-03,CHX (M),185522462,189632331,84243734,459398527,5825189057.03,13898466641.5,4366545838.66,24090201537.2,6312,26629,32001,64942
2013-03,EDGA (J),2416887336,865377384,1190328107,4472592827,64093092418.3,39781613908.6,31282739180.2,135157445507.0,15441860,2832518,7147358,25421736
2013-03,EDGX (K),4409199471,1456317788,2984135398,8849652657,143014484785.0,68046159458.3,90873531170.3,301934175414.0,23362637,3898408,12792037,40053082
2013-03,NASDAQ (DQ),22102296443,6515309450,12259477186,40877083079,638383501066.0,304403638730.0,346546272245.0,1.28933341204e+12,63408027,10016311,31287929,104712267
2013-03,NASDAQ (Q),8006700904,2610825204,8133297407,18750823515,264644358060.0,160347260541.0,260389507361.0,685381125961.0,46486393,8142188,32706185,87334766
2013-03,NASDAQ BX (B),1582442408,539553639,823514563,2945510610,44844854780.5,27177034811.3,25662499742.3,97684389334.1,10015344,1828255,5241179,17084778
2013-03,NASDAQ PSX (X),367609961,278541093,288167208,934318262,8782224693.72,16758347659.7,6175999900.12,31716572253.5,1550876,658434,836778,3046088
2013-03,NSX (C),227107641,82721078,160711755,470540474,5886552623.21,3487333124.82,3623930325.53,12997816073.6,856518,159203,509605,1525326
