Month,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2017-01,BYX Equities (Y),2910502872,1330278669,1449408525,5690190066,90225660868.33125,51058368426.49098,49421273199.635796,190705302494.45804,26549782,6151824,13484694,46186300
2017-01,BZX Equities (Z),4159166197,1863506266,2074926661,8097599124,147173098993.38937,96863214271.84138,88492222212.96103,332528535478.1918,34163769,8580826,16959769,59704364
2017-01,CHX (M),214050882,295311507,102913748,612276137,9675886326.032404,24701931490.703796,7581777450.6452,41959595267.3814,83039,94833,34549,212421
2017-01,EDGA Equities (J),1647925469,784721554,776513481,3209160504,53222982061.115135,33750075790.252388,28524505114.52489,115497562965.89243,14243883,3781189,6495860,24520932
2017-01,EDGX Equities (K),3849641318,2085250682,3115164656,9050056656,137792485326.4372,90796412116.04057,114187442499.65912,342776339942.13696,27213836,7747921,19215156,54176913
2017-01,IEX (V),1514977437,355512163,693209922,2563699522,60901282019.08679,17801307095.921394,32562273322.24561,111264862437.2538,8682433,1425922,4101431,14209786
2017-01,NASDAQ (DQ),22959217808,10765572419,13651419131,47376209358,787915094500.978,496258541466.80444,483671634390.74005,1767845270358.5225,74164591,20605234,40708834,135478659
2017-01,NASDAQ (Q),7205499033,2439164494,8831868706,18476532233,301733548475.0939,131753060310.14516,407849962314.58997,841336571099.829,63954114,10047657,55560890,129562661
2017-01,NASDAQ BX (B),1857689363,655233285,1019455077,3532377725,69618605680.8348,27921883695.528694,40262848411.40626,137803337787.76978,18260405,3178165,10064347,31502917
2017-01,NASDAQ PSX (X),456476335,381351527,361745965,1199573827,15641410982.8153,19718972724.6988,14619302093.785994,49979685801.300095,3691329,1728941,2642346,8062616
2017-01,NSX (C),10356610,6025770,5606069,21988449,356013956.8682,513639488.146,161709078.4876,1031362523.5018001,71561,22988,36846,131395
2017-01,NYSE (DN),2092548622,946825822,1300750774,4340125218,71097229468.8711,34471313293.393906,53393484135.14005,158962026897.40503,5018696,1847747,3071841,9938284
2017-01,NYSE (N),17301756256,0,0,17301756256,654811933698.2101,0.0,0.0,654811933698.2101,54583810,0,0,54583810
2017-01,NYSE American (A),0,289146746,0,289146746,0.0,1697585322.8482,0.0,1697585322.8482,0,511322,0,511322
2017-01,NYSE Arca (P),4396724221,6190345292,2732539589,13319609102,178138110128.8225,309291393796.847,123672928067.41313,611102431993.0826,32876358,16056022,19307875,68240255
2017-02,BYX Equities (Y),2983724605,1192397576,1486748911,5662871092,91862591770.40187,47468312324.45308,50330587582.89596,189661491677.75092,27348242,5326400,13727350,46401992
2017-02,BZX Equities (Z),4068531448,1633901322,2075391608,7777824378,147956436814.12198,86976724371.50568,87760717387.50787,322693878573.1355,33562536,7117135,16536848,57216519
2017-02,CHX (M),174109099,252707705,100131324,526948128,8946647630.990002,22433029594.4353,7725511747.558802,39105188972.9841,90293,80554,36017,206864
2017-02,EDGA Equities (J),1517543683,665470908,760822419,2943837010,49527240774.71174,31470012935.1017,27865370689.12191,108862624398.93535,12963703,3199064,6171844,22334611
2017-02,EDGX Equities (K),3727554805,1741456203,3052041550,8521052558,132556300811.54407,78193404873.58102,110411711533.51907,321161417218.6441,25287125,6373277,18044968,49705370
2017-02,IEX (V),1622250120,325493965,773036559,2720780644,64848942840.8695,16411426302.519098,35703565808.3178,116963934951.70639,9394930,1337743,4598667,15331340
2017-02,NASDAQ (DQ),22683500165,9252347901,14121009206,46056857272,779583754362.8943,413600211241.8224,497864587827.2289,1691048553431.945,73065559,18116766,41763364,132945689
2017-02,NASDAQ (Q),7043143667,2100714482,8959056351,18102914500,300617891141.8236,115571212493.62112,414295445900.65344,830484549536.0983,63342438,8198079,54483870,126024387
2017-02,NASDAQ BX (B),1835811631,570108573,1014931997,3420852201,68559796809.47741,25143986152.1781,39438116478.00381,133141899439.65933,18302417,2736243,9934647,30973307
2017-02,NASDAQ PSX (X),452447873,371391818,411892771,1235732462,15119099470.3317,20227857997.3404,16117513819.060005,51464471286.73211,3648049,1636697,2983999,8268745
