Month,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2018-01,BYX Equities (Y),3906877720,1508300701,1776552056,7191730477,125802086133.175,74235468611.74329,73991216445.347,274028771190.26526,31927088,7062677,15765946,54755711
2018-01,BZX Equities (Z),4085707712,2038399495,2144526920,8268634127,164748271033.62668,142776375313.94366,119253167503.79878,426777813851.3692,32957668,9084935,17973315,60015918
2018-01,CHX (M),289198896,331914945,178861089,799974930,18528095396.6059,32834995073.074802,18150192988.2691,69513283457.9498,59879,87921,40914,188714
2018-01,EDGA Equities (J),1000159298,542273100,520602886,2063035284,37399082628.5681,34893625108.7856,26543783002.010406,98836490739.36412,8401091,2531592,4336238,15268921
2018-01,EDGX Equities (K),4239663281,1726415017,3666994001,9633072299,180440396927.8403,99626628138.36732,173903593309.2503,453970618375.45795,28478945,6884787,21944825,57308557
2018-01,FINRA / NYSE TRF (DN),2027260012,853924868,1860796064,4741980944,80371054092.28021,28443731513.436295,73471920550.28079,182286706155.9973,4983313,2195997,5285248,12464558
2018-01,FINRA / Nasdaq TRF Carteret (DQ),26672555652,10819601699,17331749050,54823906401,1073067495046.5122,684990887888.1619,827430082733.3191,2585488465667.9927,87633371,22172049,54454396,164259816
2018-01,IEX (V),2034823791,406554850,998155534,3439534175,96113595566.57912,26959121700.3308,61232134063.36939,184304851330.2793,12552275,1621827,6392975,20567077
2018-01,NASDAQ (Q),6901455484,2738107974,11159538415,20799101873,330636279870.4209,188318792492.46176,667073722531.0918,1186028794893.9744,59158959,11231068,67122069,137512096
2018-01,NASDAQ BX (B),2782017594,775434808,1525568563,5083020965,118845780441.29611,43322267765.59291,72262787196.94691,234430835403.83588,27777777,3793390,15621267,47192434
2018-01,NASDAQ PSX (X),362861317,373475775,360377971,1096715063,15640989326.2305,28384555658.3737,23180190818.8579,67205735803.46211,2996459,1517068,3035084,7548611
2018-01,NYSE (N),18487690597,0,0,18487690597,797382174435.0076,0.0,0.0,797382174435.0076,54061628,0,0,54061628
2018-01,NYSE American (A),101650287,363313184,69307805,534271276,4353270222.044501,4476602742.3048,3938774284.4345,12768647248.783802,963845,1017689,662454,2643988
2018-01,NYSE Arca (P),4426890146,6096694272,3101111965,13624696383,206264627054.83176,375674337159.3386,167477642559.41324,749416606773.5837,32740451,16316563,22510005,71567019
2018-02,BYX Equities (Y),4001812965,1796984387,1766310725,7565108077,123282559567.05798,88524524883.27321,77484675188.4621,289291759638.7933,33350127,8981564,16202017,58533708
2018-02,BZX Equities (Z),5072910854,3385769452,2696806894,11155487200,214107422163.17398,240413900721.93607,167017023691.55612,621538346576.6661,43352499,16659625,23406506,83418630
2018-02,CHX (M),225513949,390202141,191006689,806722779,12784753511.151901,45326889518.38131,22206945174.498203,80318588204.03142,62960,166431,53275,282666
2018-02,EDGA Equities (J),1025463938,705357824,535137141,2265958903,38397349746.365005,47425799689.8549,31329742261.600197,117152891697.8201,8770132,3459390,4595883,16825405
2018-02,EDGX Equities (K),4746932819,2440151753,3688826335,10875910907,202492753138.46127,157051147154.16708,206601727875.6074,566145628168.2358,33858778,10479765,24535346,68873889
2018-02,FINRA / NYSE TRF (DN),1969962248,920675233,1691069400,4581706881,75622408913.31981,38633067570.81989,78189675400.37561,192445151884.5153,5143265,2323932,5008254,12475451
2018-02,FINRA / Nasdaq TRF Carteret (DQ),24845030963,10943864577,15283797708,51072693248,980980654525.4612,719108396742.6783,823150294513.0681,2523239345781.2075,86723783,24583058,52002465,163309306
2018-02,IEX (V),2108957376,544398799,1017972474,3671328649,96849475608.5023,40343454844.53559,65380219407.57441,202573149860.61227,14123752,2497659,7022721,23644132
2018-02,NASDAQ (Q),8501699919,4183720695,11914574575,24599995189,406770800381.4882,301140067216.1097,769934906715.5667,1477845774313.1646,77006173,18779775,79345472,175131420
