Year,Day,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2011,2011-03,EDGX (K),4664187973,2273795257,3191153105,10129136335,1.36E+11,97350242289,88509232007,3.22E+11,21684605,6252559,14012616,41949780
2011,2011-03,NASDAQ (DQ),28842475109,8859736099,14813973514,52516184722,7.33E+11,4.20E+11,3.59E+11,1.51E+12,65408660,12837872,32433862,110680394
2011,2011-03,NASDAQ (Q),12501127441,5923358877,12798780955,31223267273,3.89E+11,3.63E+11,3.79E+11,1.13E+12,68650263,21439455,53440436,143530154
2011,2011-03,NSX (C),461500529,186069799,337471750,985042078,12717890219,6250373536,6583848280,25552112035,1846799,446156,984027,3276982
2011,2011-03,NYSE (DN),2299559921,484790029,962937956,3747287906,61526677354,25361342522,26264277879,1.13E+11,10384434,1294386,4454906,16133726
2011,2011-03,NYSE (N),23945238348,0,0,23945238348,7.53E+11,0,0,7.53E+11,71963007,0,0,71963007
2011,2011-03,NYSE Arca (P),10938243289,7312698954,5349060646,23600002889,3.44E+11,3.88E+11,1.72E+11,9.05E+11,58659653,20068891,28851619,107580163
2011,2011-03,PSX (X),862265423,493755175,436106707,1792127305,15691969067,26675584277,9239891536,51607444881,3287245,1429798,1870304,6587347
2011,2011-04,AMEX (A),0,374772318,272005694,646778012,0,2613820379,10195589636,12809410015,0,779568,1817210,2596778
2011,2011-04,BATS BYX (Y),1980474558,413163224,859172918,3252810700,52053943732,16406068322,22545629949,91005642003,11735693,1843906,5462059,19041658
2011,2011-04,BATS BZX (Z),5161827051,3071373890,3470678164,11703879105,1.45E+11,1.84E+11,94852043072,4.24E+11,28462875,11847909,18918868,59229652
2011,2011-04,BEX (B),1745526329,400390243,642481608,2788398180,34551251896,16471782408,16939299372,67962333676,8504443,1682334,3683257,13870034
2011,2011-04,CBOE (W),66321371,87367714,28252242,181941327,1169519127,6759527973,885371627.7,8814418728,78404,93166,42132,213702
2011,2011-04,CHX (M),212686978,222339844,101827307,536854129,6851504376,17131833602,3651359038,27634697016,79932,109726,30036,219694
2011,2011-04,EDGA (J),3064194904,963757697,1293443042,5321395643,69753443659,37537377875,31995294502,1.39E+11,15621042,3155698,7283001,26059741
2011,2011-04,EDGX (K),3810295203,1450188539,2376794910,7637278652,1.15E+11,65599819489,68080717240,2.48E+11,17856298,4098075,10288943,32243316
2011,2011-04,NASDAQ (DQ),23900394486,6324018475,12885967637,43110380598,6.28E+11,3.00E+11,3.39E+11,1.27E+12,56398996,9865113,28721027,94985136
2011,2011-04,NASDAQ (Q),10087988203,3963217145,10582219082,24633424430,3.17E+11,2.54E+11,3.37E+11,9.07E+11,52506687,14152770,42373507,109032964
2011,2011-04,NSX (C),506209222,154443448,321872339,982525009,15662759196,5223997715,7783761000,28670517911,2395676,383286,1242824,4021786
2011,2011-04,NYSE (DN),2011613778,338525390,937522921,3287662089,56379533883,19211440121,26210616686,1.02E+11,8959891,916296,4132198,14008385
2011,2011-04,NYSE (N),17956409544,0,0,17956409544,5.79E+11,0,0,5.79E+11,53336638,0,0,53336638
2011,2011-04,NYSE Arca (P),8291493998,4909144203,4403897102,17604535303,2.61E+11,2.71E+11,1.44E+11,6.75E+11,42872837,13842548,22606643,79322028
2011,2011-04,PSX (X),745065042,396544409,405611113,1547220564,13641520152,23034785643,8346616406,45022922201,2531569,1158374,1487178,5177121
2011,2011-05,AMEX (A),0,374770304,226605756,601376060,0,2499558061,7792812499,10292370560,0,793200,1462303,2255503
2011,2011-05,BATS BYX (Y),2024076610,563263637,1028291029,3615631276,58190478219,22721059534,24452409457,1.05E+11,13364834,2600054,6261215,22226103
2011,2011-05,BATS BZX (Z),5084575034,3802239246,3918486730,12805301010,1.56E+11,2.21E+11,1.03E+11,4.80E+11,31239232,14738351,20922304,66899887
2011,2011-05,BEX (B),1575677641,513934222,765277544,2854889407,36341383294,21071431084,18803923011,76216737389,9180151,2270710,4219979,15670840
2011,2011-05,CBOE (W),41929276,122644148,29334033,193907457,903063581.4,6781729687,823486956.9,8508280225,76867,134744,41900,253511
2011,2011-05,CHX (M),260727591,250086923,114208861,625023375,8333744164,19979721747,3889964628,32203430539,89444,148702,31829,269975
2011,2011-05,EDGA (J),2764183399,1124448848,1531530990,5420163237,71131650489,43323069116,33355675461,1.48E+11,16502087,3862754,8011279,28376120
2011,2011-05,EDGX (K),3765167533,1615043793,2506977855,7887189181,1.18E+11,76293425525,63966612839,2.59E+11,19945137,5296301,10976647,36218085
2011,2011-05,NASDAQ (DQ),21864851165,7060516363,13416880004,42342247532,6.25E+11,3.39E+11,3.09E+11,1.27E+12,57355080,11360328,29446057,98161465
2011,2011-05,NASDAQ (Q),11682979338,5475348343,12382631599,29540959280,3.92E+11,3.41E+11,3.52E+11,1.08E+12,67739645,20343022,50821006,138903673
2011,2011-05,NSX (C),536528742,167684030,368535859,1072748631,17862806978,7104727334,8621301201,33588835514,2749423,461057,1419752,4630232
2011,2011-05,NYSE (DN),1964226229,441894849,1001714517,3407835595,59524614939,24715510210,25385198426,1.10E+11,9765914,1241148,4429504,15436566
2011,2011-05,NYSE (N),20051150409,0,0,20051150409,6.78E+11,0,0,6.78E+11,64811984,0,0,64811984
2011,2011-05,NYSE Arca (P),8281209919,6250049981,4893713863,19424973763,2.73E+11,3.46E+11,1.41E+11,7.60E+11,47101743,18187516,24371971,89661230
2011,2011-05,PSX (X),589918363,613744472,535414739,1739077574,12118061890,35068838125,10714803391,57901703405,2346979,1829535,1771315,5947829
2011,2011-06,AMEX (A),0,468735903,142114192,610850095,0,2995884440,3824590972,6820475411,0,842472,946431,1788903
2011,2011-06,BATS BYX (Y),2199697042,581061789,1078868277,3859627108,60081408198,24059317924,24182465870,1.08E+11,14765768,2796275,6781498,24343541
2011,2011-06,BATS BZX (Z),5571240591,4104629544,4033692398,13709562533,1.67E+11,2.43E+11,1.07E+11,5.17E+11,34351039,15590127,22630785,72571951
2011,2011-06,BEX (B),1775226865,612721130,883300896,3271248891,40818823985,23851240154,21236079408,85906143546,11366358,2760529,5170813,19297700
2011,2011-06,CBOE (W),36331059,104058524,31209968,171599551,931664068.1,7876874940,983805872.8,9792344881,68038,111847,41895,221780
2011,2011-06,CHX (M),196712661,264440859,94150411,555303931,6523560501,21140808320,3273049000,30937417822,81782,111405,27407,220594
2011,2011-06,EDGA (J),2735130646,1119589262,1463212823,5317932731,67359905805,42134538970,32032482438,1.42E+11,17165721,3896505,8362163,29424389
2011,2011-06,EDGX (K),4185901572,1719952841,2452444164,8358298577,1.24E+11,84528327797,63433550910,2.72E+11,22030583,5932446,11350837,39313866
2011,2011-06,NASDAQ (DQ),22638973394,7246806290,14190831906,44076611590,6.20E+11,3.67E+11,3.32E+11,1.32E+12,61289010,11564673,31194943,104048626
2011,2011-06,NASDAQ (Q),12757609816,5546481074,13304929481,31609020371,4.04E+11,3.55E+11,3.65E+11,1.12E+12,72397434,20884511,52564813,145846758
2011,2011-06,NSX (C),549435823,131530796,326770118,1007736737,18207388671,5527832131,9267492198,33002713000,2953829,367440,1444463,4765732
2011,2011-06,NYSE (DN),2001060988,523282481,976233489,3500576958,57996712164,30185573313,24746335784,1.13E+11,10375543,1564001,4527471,16467015
2011,2011-06,NYSE (N),22454225181,0,0,22454225181,7.31E+11,0,0,7.31E+11,68034882,0,0,68034882
2011,2011-06,NYSE Arca (P),8332443290,6447897970,4990266037,19770607297,2.63E+11,3.69E+11,1.53E+11,7.85E+11,48783575,18657051,26393796,93834422
2011,2011-06,PSX (X),590743249,642625480,511280127,1744648856,12183903113,39748188834,10377629303,62309721250,2501164,1670335,1757610,5929109
2011,2011-07,AMEX (A),0,307929169,110957934,418887103,0,2146510160,3426399484,5572909644,0,657968,763042,1421010
2011,2011-07,BATS BYX (Y),1785201425,459845776,842921206,3087968407,50178324848,19284301103,21456074109,90918700060,12023277,2203222,5439637,19666136
2011,2011-07,BATS BZX (Z),5123614873,3462778005,3814912784,12401305662,1.60E+11,2.05E+11,1.12E+11,4.77E+11,32067115,13371805,21331575,66770495
2011,2011-07,BEX (B),1734320567,556374175,794150915,3084845657,42635532196,21805856321,24308977260,88750365778,11232071,2626177,5060722,18918970
2011,2011-07,CBOE (W),29380823,85333191,26092119,140806133,714320817.6,5829884440,956797911.2,7501003169,75754,76047,40867,192668
2011,2011-07,CHX (M),76316362,136381641,35868110,248566113,2376798194,14193936675,1136602525,17707337393,60674,85930,23099,169703
2011,2011-07,EDGA (J),2366551546,881940282,1190764491,4439256319,58952283004,34028636178,28937045096,1.22E+11,14639531,2925465,6891218,24456214
2011,2011-07,EDGX (K),3987580337,1379632934,2441324344,7808537615,1.23E+11,71543632990,76436561095,2.71E+11,20258335,4806770,11469541,36534646
2011,2011-07,NASDAQ (DQ),21361018803,6661025659,11899906326,39921950788,6.00E+11,3.37E+11,3.23E+11,1.26E+12,57961768,10245864,28596496,96804128
2011,2011-07,NASDAQ (Q),10819031143,4869148903,10220729900,25908909946,3.60E+11,3.17E+11,3.19E+11,9.96E+11,63977828,18285226,44639996,126903050
2011,2011-07,NSX (C),455835582,102224355,258775719,816835656,14871102917,3914412997,8048629081,26834144995,2236218,233331,1113446,3582995
2011,2011-07,NYSE (DN),1894408144,413048704,914056873,3221513721,58558272376,23424088152,26387981238,1.08E+11,9776202,1237624,4219332,15233158
2011,2011-07,NYSE (N),17989281636,0,0,17989281636,6.00E+11,0,0,6.00E+11,55966831,0,0,55966831
2011,2011-07,NYSE Arca (P),7918185286,5546989117,4812528364,18277702767,2.55E+11,3.15E+11,1.67E+11,7.38E+11,43936871,15463134,23960603,83360608
2011,2011-07,PSX (X),605739626,579883848,502779279,1688402753,13969105514,34602393614,10735271169,59306770297,2753309,1701404,1797589,6252302
2011,2011-08,AMEX (A),0,387411523,154755649,542167172,0,2683549992,4077172225,6760722218,0,888134,1084013,1972147
2011,2011-08,BATS BYX (Y),3433263043,1001486623,1512802699,5947552365,87564744686,40739934965,34436758533,1.63E+11,24210994,4638723,10121748,38971465
2011,2011-08,BATS BZX (Z),9747494428,7693501632,6598207239,24039203299,2.73E+11,4.49E+11,1.78E+11,9.00E+11,63523578,31745295,38306768,133575641
2011,2011-08,BEX (B),3254405030,1039832905,1466506162,5760744097,70297750005,37621774448,39828098515,1.48E+11,20934350,4682177,9589152,35205679
2011,2011-08,CBOE (W),41156173,174626532,34736186,250518891,910639083.6,11278736296,1211996124,13401371504,73045,94975,34184,202204
2011,2011-08,CHX (M),210214768,636417742,114029611,960662121,6009228648,64401317293,4129478762,74540024703,102415,385447,60922,548784
2011,2011-08,EDGA (J),4157930557,1719146814,1986874072,7863951443,90483969599,61134566580,44298550641,1.96E+11,25500553,5627306,11664409,42792268
2011,2011-08,EDGX (K),7505833886,2892032656,3816260458,14214127000,2.01E+11,1.47E+11,1.12E+11,4.60E+11,38147142,10619877,19953473,68720492
2011,2011-08,NASDAQ (DQ),32753500846,11970474247,15892226703,60616201796,7.86E+11,6.28E+11,4.04E+11,1.82E+12,88471351,18858357,39648204,146977912
2011,2011-08,NASDAQ (Q),19442635519,10533985750,16344667572,46321288841,5.67E+11,6.34E+11,4.64E+11,1.67E+12,118972407,42250611,75853617,237076635
2011,2011-08,NSX (C),761554692,208735363,356220121,1326510176,21057491032,9617312488,11376152652,42050956173,3612037,581506,1633491,5827034
2011,2011-08,NYSE (DN),3202986410,695506194,1329831643,5228324247,85045009815,35201512861,36299530587,1.57E+11,15863670,2197695,6510479,24571844
2011,2011-08,NYSE (N),33436224211,0,0,33436224211,9.80E+11,0,0,9.80E+11,113091936,0,0,113091936
2011,2011-08,NYSE Arca (P),14549699723,11707838595,7723573150,33981111468,4.03E+11,6.25E+11,2.39E+11,1.27E+12,82757677,34212826,40241791,157212294
2011,2011-08,PSX (X),832470221,976255768,673672066,2482398055,17648247666,52980449891,14229201741,84857899298,4255922,3253251,2727811,10236984
2011,2011-09,AMEX (A),0,319848824,193539225,513388049,0,2188282468,4870034573,7058317040,0,711114,1494840,2205954
2011,2011-09,BATS BYX (Y),2285726150,850842712,1024554973,4161123835,58024240281,38370607889,23967332547,1.20E+11,16217261,3531489,6509625,26258375
2011,2011-09,BATS BZX (Z),7291568611,5256705341,4734672465,17282946417,2.00E+11,2.87E+11,1.32E+11,6.18E+11,47574830,22148836,27530087,97253753
2011,2011-09,BEX (B),2522534262,786666626,1187938495,4497139383,52667232023,25923298462,32262735939,1.11E+11,15818110,3305603,7159829,26283542
2011,2011-09,CBOE (W),28939301,97175297,32478427,158593025,836929656.2,6269894837,867647170.8,7974471664,48869,60209,29984,139062
2011,2011-09,CHX (M),96721075,315185053,56578795,468484923,3016964031,32598917277,1640330463,37256211771,31681,223310,17699,272690
2011,2011-09,EDGA (J),3267408965,1351268493,1525652911,6144330369,73606267228,49099246311,35389696025,1.58E+11,20584667,4574844,9120531,34280042
2011,2011-09,EDGX (K),5732164466,2047301233,2980657801,10760123500,1.56E+11,1.00E+11,86723745590,3.44E+11,29519241,8007699,15196802,52723742
2011,2011-09,NASDAQ (DQ),24126989504,9201079996,12136773854,45464843354,5.79E+11,4.63E+11,3.22E+11,1.36E+12,68240209,14873215,30692345,113805769
2011,2011-09,NASDAQ (Q),13478880527,7509106287,12510672766,33498659580,3.90E+11,4.38E+11,3.51E+11,1.18E+12,84191069,30263082,56213427,170667578
2011,2011-09,NSX (C),451697508,155519073,319982943,927199524,12169264809,7372064742,7990199207,27531528759,2126002,431716,1105270,3662988
2011,2011-09,NYSE (DN),1984269458,552681524,905137092,3442088074,55061936373,28542697169,26409369796,1.10E+11,10654688,1736771,4553170,16944629
2011,2011-09,NYSE (N),24094479428,0,0,24094479428,7.05E+11,0,0,7.05E+11,78975617,0,0,78975617
2011,2011-09,NYSE Arca (P),10397138679,8728582446,5734058343,24859779468,2.90E+11,4.44E+11,1.87E+11,9.20E+11,59140944,24943705,29591178,113675827
2011,2011-09,PSX (X),545895777,718811194,531693431,1796400402,12879738750,39376838996,11058259808,63314837555,2955606,2486656,1978436,7420698
2011,2011-10,AMEX (A),0,287677832,239610284,527288116,0,1838311969,6084719176,7923031145,0,662467,1928693,2591160
2011,2011-10,BATS BYX (Y),2387403240,809584634,1004152843,4201140717,59283419867,36205983653,25785517516,1.21E+11,16526004,3293860,6440071,26259935
2011,2011-10,BATS BZX (Z),7842781027,5067967847,4825631546,17736380420,2.06E+11,2.63E+11,1.38E+11,6.06E+11,49360442,19456544,28015548,96832534
2011,2011-10,BEX (B),2487702812,747210653,1118048066,4352961531,49461767136,24702239944,31140909993,1.05E+11,15343628,2838442,6940400,25122470
2011,2011-10,CBOE (W),43239759,103583239,29783570,176606568,1017471604,5042799605,661951041.7,6722222251,88472,60238,49011,197721
2011,2011-10,CHX (M),121665373,297952595,94098529,513716497,3652621477,24852298498,2213416748,30718336724,26727,163459,19154,209340
2011,2011-10,EDGA (J),3101567628,1158138100,1374747421,5634453149,69995667071,42297428362,33881918265,1.46E+11,19441636,3794496,8321113,31557245
2011,2011-10,EDGX (K),6864418829,1945337821,3078316987,11888073637,1.81E+11,91580855944,87903515995,3.60E+11,35164870,7207853,15568015,57940738
2011,2011-10,NASDAQ (DQ),26693497525,9645948673,13011944193,49351390391,6.19E+11,4.69E+11,3.51E+11,1.44E+12,72077162,14929523,32030999,119037684
2011,2011-10,NASDAQ (Q),13935245988,7237613009,11854309210,33027168207,3.84E+11,4.12E+11,3.37E+11,1.13E+12,84413384,27084296,54419866,165917546
2011,2011-10,NSX (C),463453719,158545881,266444519,888444119,11444324774,7714873631,7655578640,26814777045,1810344,395510,913239,3119093
2011,2011-10,NYSE (DN),2214651849,539886705,996136632,3750675186,59455181454,26083464605,29625137872,1.15E+11,11624521,1615224,4911772,18151517
2011,2011-10,NYSE (N),22827948600,0,0,22827948600,6.47E+11,0,0,6.47E+11,74447382,0,0,74447382
2011,2011-10,NYSE Arca (P),10886042980,8303764044,5545633767,24735440791,2.85E+11,4.13E+11,1.90E+11,8.88E+11,58240354,21921923,27682554,107844831
2011,2011-10,PSX (X),583277002,685709836,483953464,1752940302,13203063722,35022521016,10746250566,58971835304,2974429,2089644,1844845,6908918
2011,2011-11,AMEX (A),0,281694665,180375715,462070380,0,1793454342,4475282124,6268736467,0,620324,1414751,2035075
2011,2011-11,BATS BYX (Y),2141919339,678220572,908574645,3728714556,53958205210,31872013338,22980688442,1.09E+11,14469289,2971655,5754783,23195727
2011,2011-11,BATS BZX (Z),6180416405,3751531959,4054748730,13986697094,1.69E+11,2.15E+11,1.13E+11,4.96E+11,38497484,14126699,22825908,75450091
2011,2011-11,BEX (B),2238772785,580493953,972428757,3791695495,44815465002,19911427810,25419936390,90146829202,13239071,2286096,5944137,21469304
2011,2011-11,CBOE (W),29062699,67334748,21467769,117865216,612094845.3,3306908674,709826709.1,4628830229,57137,29422,29970,116529
2011,2011-11,CHX (M),119834722,218454201,91002633,429291556,3143217067,19742149538,1634868350,24520234955,14454,123367,18822,156643
2011,2011-11,EDGA (J),2600747713,901056409,1161356476,4663160598,61609359019,36852886121,28145806134,1.27E+11,16028945,3202032,6878752,26109729
2011,2011-11,EDGX (K),6034002018,1727966681,3050439121,10812407820,1.65E+11,81890464836,82534775242,3.29E+11,30669595,6104656,14760165,51534416
2011,2011-11,NASDAQ (DQ),23137745859,7999188775,11582286262,42719220896,5.50E+11,4.08E+11,2.87E+11,1.25E+12,62905403,12516147,29401034,104822584
2011,2011-11,NASDAQ (Q),11443660477,5801093886,10642853594,27887607957,3.21E+11,3.54E+11,2.88E+11,9.63E+11,68420715,20958167,46613616,135992498
2011,2011-11,NSX (C),335442862,129380937,232614661,697438460,7958838568,6214980517,5579599837,19753418923,1128264,315366,665039,2108669
2011,2011-11,NYSE (DN),1768586945,441540538,888382258,3098509741,48335349716,22300924797,25811283911,96447558424,9339060,1305923,4297038,14942021
2011,2011-11,NYSE (N),19719956522,6429,0,19719962951,5.77E+11,34395.15,0,5.77E+11,63644372,1,0,63644373
2011,2011-11,NYSE Arca (P),8861781139,6670818095,4783088999,20315688233,2.44E+11,3.52E+11,1.52E+11,7.47E+11,48023269,17775179,23285679,89084127
2011,2011-11,PSX (X),496355777,583340190,427100858,1506796825,10987064744,35890913832,9193966639,56071945215,2314960,1719080,1520877,5554917
2011,2011-12,AMEX (A),0,265137797,144966142,410103939,0,1741602506,3410180639,5151783145,0,568785,1056683,1625468
2011,2011-12,BATS BYX (Y),1880166681,595749654,814128510,3290044845,46422770544,26138971998,20407926986,92969669528,12369512,2379591,4953409,19702512
2011,2011-12,BATS BZX (Z),5281474505,2965484410,3387681470,11634640385,1.44E+11,1.64E+11,88726915214,3.97E+11,32420635,11306263,18913411,62640309
2011,2011-12,BEX (B),1902764968,447430138,833523835,3183718941,38294187882,14783245174,21538700508,74616133565,11023219,1678350,5059613,17761182
2011,2011-12,CBOE (W),33054595,82768685,17971885,133795165,611658877.8,3606750261,453194618.2,4671603757,60291,27312,27246,114849
2011,2011-12,CHX (M),154407553,248752908,90637225,493797686,4537683544,18929250349,2488622315,25955556208,19917,100581,15418,135916
2011,2011-12,EDGA (J),2344031226,728004166,1025287763,4097323155,56811840130,29829608936,24775639544,1.11E+11,14140828,2565478,6051910,22758216
2011,2011-12,EDGX (K),5152872400,1367275470,2404952408,8925100278,1.37E+11,65738310972,64324739263,2.68E+11,25248006,4745577,11741408,41734991
2011,2011-12,NASDAQ (DQ),22020565587,7177985208,10743409884,39941960679,5.08E+11,3.60E+11,2.54E+11,1.12E+12,59698807,11213661,27011047,97923515
2011,2011-12,NASDAQ (Q),9426059883,4516613770,9244050115,23186723768,2.65E+11,2.73E+11,2.44E+11,7.82E+11,55256484,16211199,38079324,109547007
2011,2011-12,NSX (C),346515173,92126011,150884355,589525539,6065673281,3438208272,3384739956,12888621509,924351,243797,472673,1640821
2011,2011-12,NYSE (DN),1644304662,369953320,825588499,2839846481,45361829646,18050080201,22221437269,85633347116,8906587,1153555,3981721,14041863
2011,2011-12,NYSE (N),17389301333,0,0,17389301333,5.13E+11,0,0,5.13E+11,50140561,0,0,50140561
2011,2011-12,NYSE Arca (P),7324047218,5212665706,3833915353,16370628277,1.99E+11,2.75E+11,1.16E+11,5.90E+11,38535118,13543096,18509324,70587538
2011,2011-12,PSX (X),453283255,471030091,394954811,1319268157,9392025842,29471967028,8392338469,47256331339,1803521,1277510,1261482,4342513
Mont,Month,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2012,2012-01,BATS BYX (Y),1898355230,546763585,837387408,3282506223,49440187746,23658668980,21899550878,94998407603,12465016,2070979,5118055,19654050
2012,2012-01,BATS BZX (Z),5654439995,2835070070,3560406667,12049916732,1.59E+11,1.53E+11,97659144344,4.11E+11,33477146,10006111,19517473,63000730
2012,2012-01,CBSX (W),41759404,69322294,22020134,133101832,755994752.3,3082664349,443992157.9,4282651259,101095,33476,40213,174784
2012,2012-01,CHX (M),262309663,255155895,135597423,653062981,8175280877,17539928765,4352748536,30067958178,23562,79578,15163,118303
2012,2012-01,EDGA (J),2151509737,620779073,990680505,3762969315,54280147519,25270702702,25865339860,1.05E+11,12190486,1957314,5573487,19721287
2012,2012-01,EDGX (K),5409823820,1197914479,2707546991,9315285290,1.52E+11,53530534767,75760132456,2.82E+11,25651042,3681864,12566284,41899190
2012,2012-01,NASDAQ (DQ),25540447531,6598243392,12144333353,44283024276,6.45E+11,2.99E+11,3.03E+11,1.25E+12,66452765,9906482,29697764,106057011
2012,2012-01,NASDAQ (Q),10369342184,4006519788,9382424991,23758286963,3.06E+11,2.40E+11,2.69E+11,8.15E+11,58723071,13615289,40237355,112575715
2012,2012-01,NASDAQ BX (B),1822861190,446798623,869524376,3139184189,37906140987,14500694871,23260943213,75667779072,10358165,1470604,5053730,16882499
2012,2012-01,NASDAQ PSX (X),588983719,426881699,490145988,1506011406,12897181530,25930372190,10361142923,49188696643,2342327,1024425,1496660,4863412
2012,2012-01,NSX (C),328488906,76802103,162489981,567780990,8390446585,2776476783,4570017137,15736940505,1121246,197164,542335,1860745
2012,2012-01,NYSE (DN),1871865434,342560152,907745683,3122171269,54591647537,16529066895,26185462335,97306176766,9499557,968215,4213261,14681033
2012,2012-01,NYSE (N),16211751698,0,0,16211751698,5.01E+11,0,0,5.01E+11,46722692,0,0,46722692
2012,2012-01,NYSE Arca (P),7770110319,4583516254,4141259991,16494886564,2.19E+11,2.38E+11,1.34E+11,5.91E+11,39665303,11210047,19429226,70304576
2012,2012-01,NYSE MKT (A),0,228123271,155614099,383737370,0,1552244830,3900667806,5452912636,0,502667,992720,1495387
2012,2012-02,BATS BYX (Y),1946833949,575353550,881666157,3403853656,52022627510,25777720003,23614490318,1.01E+11,12883862,2359001,5476043,20718906
2012,2012-02,BATS BZX (Z),5454770776,2740711690,3549720965,11745203431,1.58E+11,1.58E+11,1.05E+11,4.21E+11,32703863,9896936,19957083,62557882
2012,2012-02,CBSX (W),64720694,67321811,25318050,157360555,1025401977,3026183947,473074436.7,4524660360,155229,29953,56111,241293
2012,2012-02,CHX (M),259046712,204304906,157710524,621062142,8446899570,15954436179,6163832357,30565168105,16949,73948,18702,109599
2012,2012-02,EDGA (J),2094408690,669038480,1001647465,3765094635,54984963777,31912195005,29098200069,1.16E+11,11835136,2323987,5754309,19913432
2012,2012-02,EDGX (K),5186539704,1243737446,2955187264,9385464414,1.50E+11,55630763500,89337327082,2.95E+11,24416935,3664567,12925831,41007333
2012,2012-02,NASDAQ (DQ),25099718526,6601547652,12866152570,44567418748,6.57E+11,3.00E+11,3.56E+11,1.31E+12,66399838,10089168,31575822,108064828
2012,2012-02,NASDAQ (Q),10689339672,4445449536,9790860124,24925649332,3.20E+11,2.75E+11,2.99E+11,8.93E+11,58157044,14573307,41511662,114242013
2012,2012-02,NASDAQ BX (B),1941892379,539135409,934254176,3415281964,43421169450,19865918474,29496799370,92783887294,11454838,1881380,5638652,18974870
2012,2012-02,NASDAQ PSX (X),587374975,409220172,501146289,1497741436,12642225082,27218735777,11560426323,51421387181,2276268,948376,1562597,4787241
2012,2012-02,NSX (C),263540494,86830891,189112599,539483984,7509473291,2693813371,5250414927,15453701589,931141,199899,546385,1677425
2012,2012-02,NYSE (DN),1719351903,339004340,836365623,2894721866,50917874973,17313683671,26102617644,94334176288,8482657,932105,3858139,13272901
2012,2012-02,NYSE (N),15765119660,0,0,15765119660,4.94E+11,0,0,4.94E+11,46089387,0,0,46089387
2012,2012-02,NYSE Arca (P),7360857284,4264158569,4255926237,15880942090,2.18E+11,2.33E+11,1.58E+11,6.09E+11,38684141,10623966,20199651,69507758
2012,2012-02,NYSE MKT (A),0,238723196,79097727,317820923,0,1655257346,1951698575,3606955921,0,521707,333835,855542
2012,2012-03,BATS BYX (Y),2203078781,675538073,937348039,3815964893,57111641131,29572426601,25252088989,1.12E+11,14119386,2660219,5911645,22691250
2012,2012-03,BATS BZX (Z),5730672140,2920511593,3445658185,12096841918,1.65E+11,1.63E+11,1.10E+11,4.38E+11,33991032,10433463,19813233,64237728
2012,2012-03,CBSX (W),141103299,73650236,58654839,273408374,2934475627,3861196239,1174971812,7970643679,651888,107157,271413,1030458
2012,2012-03,CHX (M),234399987,235749442,110925709,581075138,7265360858,18316546292,5404635456,30986542606,19714,66390,13310,99414
2012,2012-03,EDGA (J),2261502078,801014182,949679160,4012195420,57490063476,38525987043,27363655478,1.23E+11,12637347,2687033,5661279,20985659
2012,2012-03,EDGX (K),5144241616,1388855214,2654005382,9187102212,1.44E+11,62202113378,90977662089,2.97E+11,22657333,3930533,11814218,38402084
2012,2012-03,NASDAQ (DQ),25774490177,7235787339,12017475377,45027752893,6.77E+11,3.30E+11,3.80E+11,1.39E+12,70361463,11338555,31706160,113406178
2012,2012-03,NASDAQ (Q),11536724560,4704559769,10099321047,26340605376,3.49E+11,2.83E+11,3.27E+11,9.59E+11,62950433,15641892,42830186,121422511
2012,2012-03,NASDAQ BX (B),2310891031,636773890,1055686338,4003351259,56030224816,25917592903,38755257332,1.21E+11,14483102,2385017,6927459,23795578
2012,2012-03,NASDAQ PSX (X),550782177,473988329,476969278,1501739784,12221234472,33497304836,11024768639,56743307947,2658199,1043580,1782892,5484671
2012,2012-03,NSX (C),299515585,98489259,179271647,577276491,8105858000,3196761169,6453153666,17755772835,1004530,229802,553518,1787850
2012,2012-03,NYSE (DN),1833315622,363093536,804084040,3000493198,55309068344,18562584688,30177286089,1.04E+11,9553689,1133642,4056664,14743995
2012,2012-03,NYSE (N),17978480523,0,0,17978480523,5.70E+11,0,0,5.70E+11,49129727,0,0,49129727
2012,2012-03,NYSE Arca (P),8018088073,4873289177,4102580669,16993957919,2.40E+11,2.60E+11,1.87E+11,6.87E+11,41790985,11557126,20222953,73571064
2012,2012-03,NYSE MKT (A),0,267774423,59813309,327587732,0,1875837304,1367915017,3243752320,0,547929,273130,821059
2012,2012-04,BATS BYX (Y),2076439799,623431097,963169882,3663040778,51660158245,27266072715,25783991847,1.05E+11,13306440,2511591,6066562,21884593
2012,2012-04,BATS BZX (Z),5389032296,2643381944,3237742173,11270156413,1.54E+11,1.53E+11,1.08E+11,4.15E+11,32677219,9578485,18577638,60833342
2012,2012-04,CBSX (W),187757736,70796567,86500739,345055042,4011030408,3703968520,1896674148,9611673076,965827,134441,433371,1533639
2012,2012-04,CHX (M),185427422,179595268,102500321,467523011,5874066665,14079424773,4789270178,24742761615,15548,56554,12953,85055
2012,2012-04,EDGA (J),2013594506,675743817,894658163,3583996486,51689462979,31896664726,25681342421,1.09E+11,11791328,2390008,5385320,19566656
