Month,Market Participant,Tape A Shares,Tape B Shares,Tape C Shares,Total Shares,Tape A Notional,Tape B Notional,Tape C Notional,Total Notional,Tape A Trade Count,Tape B Trade Count,Tape C Trade Count,Total Trade Count
2014-01,BATS BYX (Y),1388281975,679225344,770410004,2837917323,46203035919.6,35207240231.8,27170259512.7,108580535664.0,11003903,2844464,5498959,19347326
2014-01,BATS BZX (Z),5536973138,2857976449,3609275173,12004224760,180899778590.0,187110569607.0,120670950235.0,488681298431.0,38836093,10256332,22667290,71759715
2014-01,CBSX (W),286165307,135626215,184703039,606494561,8429470015.9,10233110438.9,4775407089.44,23437987544.2,2124815,346074,1227277,3698166
2014-01,CHX (M),230892220,262407338,126783017,620082575,8906805895.99,18686295824.4,12414190510.7,40007292231.1,11752,68248,15628,95628
2014-01,EDGA (J),1852498958,908881936,1052189926,3813570820,59080082109.4,44434562281.8,32699762679.0,136214407070.0,14183281,3621502,7411289,25216072
2014-01,EDGX (K),5313744419,1857133383,4119807241,11290685043,190940734305.0,87200073247.4,138297345214.0,416438152766.0,28923797,5517741,18854578,53296116
2014-01,NASDAQ (DQ),24435419079,7486136677,16179981995,48101537751,818777015415.0,374165887555.0,497854624398.0,1.69079752737e+12,86239730,15699606,47513579,149452915
2014-01,NASDAQ (Q),9953621998,2913768676,11402637084,24270027758,399961654800.0,208032538954.0,453188421726.0,1.06118261548e+12,73806526,10758333,59929422,144494281
2014-01,NASDAQ BX (B),2181297398,830311159,1214726602,4226335159,78151556789.2,41291559453.3,49968137988.5,169411254231.0,17202231,3391461,9139011,29732703
2014-01,NASDAQ PSX (X),246574012,226652613,206592509,679819134,7579965875.18,13758894020.3,7827552201.25,29166412096.7,1570606,654510,1086512,3311628
2014-01,NSX (C),321771773,240209361,307035923,869017057,10056542268.8,8232718337.58,6607962600.6,24897223206.9,1423670,459485,1004583,2887738
2014-01,NYSE (DN),3295969953,907307664,2268715144,6471992761,117410839796.0,46249166471.8,81387308211.6,245047314479.0,14934449,2941543,8582006,26457998
2014-01,NYSE (N),15137006772,0,0,15137006772,577068048672.0,0.0,0.0,577068048672.0,45000567,0,0,45000567
2014-01,NYSE Arca (P),5896798744,4776842316,3802287639,14475928699,240976921094.0,302949527739.0,165352248389.0,709278697222.0,43506369,12683872,23252988,79443229
2014-01,NYSE MKT (A),0,279187853,118748557,397936410,0.0,1595459389.55,2105302710.66,3700762100.21,0,522870,456558,979428
2014-02,ADF (D),343353542,128157944,254131988,725643474,12239523502.4,5049232637.59,8148121734.11,25436877874.1,1725957,301711,1141251,3168919
2014-02,BATS BYX (Y),1316211801,629665127,713730457,2659607385,46100293199.1,33818677402.6,26695589606.9,106614560209.0,10543697,2743598,5262560,18549855
2014-02,BATS BZX (Z),4907257375,2723800813,3218591889,10849650077,168985625530.0,183512715317.0,113036314508.0,465534655355.0,35844748,9812404,21128555,66785707
2014-02,CBSX (W),255826483,135590114,144535509,535952106,7410324318.45,10038760528.1,3990565511.76,21439650358.3,1974315,309939,1051578,3335832
2014-02,CHX (M),195850350,232524953,113820501,542195804,8184491343.76,18974710196.7,8519380134.08,35678581674.5,21853,71187,20163,113203
2014-02,EDGA (J),1761646992,924535524,1017540285,3703722801,57445772488.8,45552383358.5,33434835180.7,136432991028.0,13956972,3770415,7517909,25245296
2014-02,EDGX (K),4627388950,1767435361,3478830574,9873654885,171301898642.0,84270821293.7,124603317764.0,380176037699.0,25736572,5286863,16310813,47334248
2014-02,NASDAQ (DQ),21632957055,7214369623,13796551027,42643877705,750523618731.0,369870053776.0,451397247452.0,1.57179091996e+12,76982347,13817211,42010192,132809750
2014-02,NASDAQ (Q),9930991642,2878767440,10512896531,23322655613,417060381959.0,208577486040.0,421507897268.0,1.04714576527e+12,75107271,10844744,57948257,143900272
2014-02,NASDAQ BX (B),2000611937,780389119,1071889458,3852890514,74491761610.8,39440923107.0,47127160955.9,161059845674.0,15794148,3272309,8289118,27355575
2014-02,NASDAQ PSX (X),255548153,224142165,209479107,689169425,8366129722.41,13166198915.4,7668502014.2,29200830652.0,1601444,627108,1114470,3343022
2014-02,NSX (C),154067471,103988448,115142484,373198403,5111849909.93,4010683471.81,3006171907.39,12128705289.1,957449,233069,557974,1748492
2014-02,NYSE (DN),2548672998,712935916,1667474703,4929083617,94691597731.4,34730380202.0,64100969514.8,193522947448.0,11572138,2159968,6420751,20152857
2014-02,NYSE (N),14011777428,0,0,14011777428,541922634342.0,0.0,0.0,541922634342.0,42725047,0,0,42725047
2014-02,NYSE Arca (P),5866728531,4532791520,3623176374,14022696425,248296579185.0,291736534616.0,163033681400.0,703066795201.0,44057196,12485343,23265699,79808238
2014-02,NYSE MKT (A),0,244696055,121663695,366359750,0.0,1339025537.33,2508115201.96,3847140739.29,0,474975,485238,960213
2014-03,ADF (D),815328488,337161145,736870395,1889360028,28022560417.5,12371795266.5,19789196393.5,60183552077.6,3970630,737946,2795999,7504575
2014-03,BATS BYX (Y),1462523004,714243007,853343301,3030109312,50743156021.3,38268275215.9,29362923407.2,118374354644.0,11504543,3007603,5946800,20458946
2014-03,BATS BZX (Z),4817518026,2926143461,3476543548,11220205035,165840767437.0,200589408237.0,118075459242.0,484505634916.0,35496027,10474542,23087336,69057905
2014-03,CBSX (W),11175584,88000743,12149572,111325899,442303779.28,5706962750.26,676523645.37,6825790174.91,50951,12905,54004,117860
2014-03,CHX (M),208505876,245279936,90557036,544342848,7587195639.29,20566287460.4,6874633563.37,35028116663.0,19628,80993,22855,123476
2014-03,EDGA (J),1808627683,959954587,1129276127,3897858397,58361009383.5,46718845998.1,34641556971.4,139721412353.0,14132304,3979495,8215443,26327242
2014-03,EDGX (K),4645515705,1992115508,4038366448,10675997661,167377225226.0,92796113170.9,126286733992.0,386460072388.0,25322991,5923529,17780260,49026780
2014-03,NASDAQ (DQ),21853774586,7794059493,16577379689,46225213768,730750031637.0,379316161130.0,476360551788.0,1.58642674455e+12,78079684,15378365,47260894,140718943
2014-03,NASDAQ (Q),9718999702,3144106849,12234360655,25097467206,404583580945.0,226205521684.0,459436077573.0,1.0902251802e+12,73979250,12248687,64385497,150613434
2014-03,NASDAQ BX (B),2174628975,856573600,1256854481,4288057056,79187318223.2,44082096256.0,48967553201.2,172236967680.0,17148702,3701606,9525566,30375874
2014-03,NASDAQ PSX (X),292744950,225157297,236165414,754067661,11011648040.9,14153527788.5,8749778988.37,33914954817.9,2043670,659897,1315057,4018624
2014-03,NSX (C),214080476,74650222,128683373,417414071,5942314256.87,1480280244.59,2774202050.78,10196796552.2,1667772,278759,878051,2824582
2014-03,NYSE (DN),2458602505,735540156,1926946933,5121089594,89111205331.2,35459424918.3,65443862677.1,190014492927.0,10553131,2148120,6501334,19202585
2014-03,NYSE (N),15763965416,0,0,15763965416,599397667887.0,0.0,0.0,599397667887.0,44419628,0,0,44419628
2014-03,NYSE Arca (P),5872491832,5149840002,4058307020,15080638854,243519332101.0,333150906795.0,167333479907.0,744003718802.0,45327969,14185592,25302652,84816213
2014-03,NYSE MKT (A),0,394824583,153043832,547868415,0.0,1950883010.75,2639459768.89,4590342779.64,0,681282,579336,1260618
2014-04,ADF (D),719616839,244843063,548842118,1513302020,26273156716.6,11164060377.1,20010203088.1,57447420181.8,3750400,619971,2651799,7022170
2014-04,BATS BYX (Y),1874404595,751649148,1094961553,3721015296,65696957356.5,42477530047.4,42012859521.7,150187346926.0,14748686,3325178,8081281,26155145
2014-04,BATS BZX (Z),4874299842,2598327606,3605703894,11078331342,173441090774.0,178074659227.0,134944315478.0,486460065479.0,37188799,9760896,24524461,71474156
2014-04,CBSX (W),7709170,64589162,11397860,83696192,374086163.29,4254903535.69,684028671.0,5313018369.98,38977,5604,44371,88952
2014-04,CHX (M),237540754,191097058,104145174,532782986,8923630558.97,16651958579.2,6801578495.19,32377167633.3,22657,72707,27131,122495
2014-04,EDGA (J),1879887356,846148443,1172703790,3898739589,63777403404.8,43362287366.8,41869941682.3,149009632454.0,15184911,3616386,9044092,27845389
2014-04,EDGX (K),4560522127,1692800748,3711366071,9964688946,163814958577.0,87125423744.8,138863090406.0,389803472727.0,25625752,5380931,18101677,49108360
2014-04,NASDAQ (DQ),21657918592,6784233588,14725827553,43167979733,755362570056.0,348411444484.0,509478203103.0,1.61325221764e+12,81717125,14250759,48217314,144185198
2014-04,NASDAQ (Q),9482749076,2891628051,11751071776,24125448903,399506273315.0,211784013776.0,483868516220.0,1.09515880331e+12,75935688,11583582,71411614,158930884
2014-04,NASDAQ BX (B),2045965159,684714573,1214521410,3945201142,76047725094.9,36938520498.2,51008060778.2,163994306371.0,16239810,3127551,9345739,28713100
2014-04,NASDAQ PSX (X),297986850,202417127,252292943,752696920,11098197394.6,13451787291.1,9665259562.77,34215244248.5,2165111,605263,1527739,4298113
2014-04,NSX (C),143520676,48222046,100627223,292369945,4616083495.05,1116137566.44,2346520910.62,8078741972.11,1249481,195647,705081,2150209
2014-04,NYSE (DN),2508476744,660942592,1869540104,5038959440,96450711707.6,35160169594.9,75926989920.5,207537871223.0,10544597,1990465,6611314,19146376
2014-04,NYSE (N),15483420738,0,0,15483420738,595242685065.0,0.0,0.0,595242685065.0,49395520,0,0,49395520
2014-04,NYSE Arca (P),6007079877,4570572024,4167341109,14744993010,252611377843.0,306340780947.0,191098904642.0,750051063432.0,47806316,13072588,27148184,88027088
2014-04,NYSE MKT (A),0,256522211,169097958,425620169,0.0,1603642740.53,3712403657.75,5316046398.28,0,538152,739377,1277529
2014-05,ADF (D),569383306,183814677,436569434,1189767417,20147804504.2,8172219607.1,13637674459.7,41957698570.9,3222582,492089,2170076,5884747
2014-05,BATS BYX (Y),1928723897,651540060,1183157773,3763421730,63693955270.6,37524351308.2,39931337610.4,141149644189.0,15440614,2906797,8704891,27052302
2014-05,BATS BZX (Z),4275361323,1902207032,3011448463,9189016818,153401795089.0,127495960220.0,109207571075.0,390105326385.0,33199451,7280147,20771348,61250946
2014-05,CHX (M),271152619,206771440,104674118,582598177,10772217270.1,17813121672.4,9055790665.85,37641129608.4,20943,61417,18388,100748
2014-05,EDGA (J),1477745529,640989275,945203822,3063938626,48954176978.9,35343253321.0,30956777591.3,115254207891.0,11816809,2757986,6998250,21573045
2014-05,EDGX (K),3791752257,1246634606,3216803529,8255190392,132045715378.0,64401365243.4,110670716111.0,307117796732.0,21174530,3807248,14794313,39776091
2014-05,NASDAQ (DQ),19870607223,5859196982,13526197020,39256001225,672770930765.0,308103861189.0,416169954892.0,1.39704474685e+12,74971309,12093065,42368729,129433103
2014-05,NASDAQ (Q),8293509142,2161524288,10342839108,20797872538,344189679404.0,158081778018.0,393601533750.0,895872991173.0,67684780,8518186,61353726,137556692
2014-05,NASDAQ BX (B),1617195080,501206580,963006234,3081407894,58741378360.8,28453832160.6,38431235632.3,125626446154.0,13253634,2669174,7640667,23563475
2014-05,NASDAQ PSX (X),243344209,152720789,180530162,576595160,8334925422.98,10502055099.5,6747406954.93,25584387477.5,1693340,463034,1083269,3239643
2014-05,NSX (C),151461958,39649060,138477963,329588981,5365999086.7,1123413729.44,2551169969.13,9040582785.27,1596522,181462,854972,2632956
2014-05,NYSE (DN),2209027694,543466105,1624133959,4376627758,82045838437.4,29030102237.1,59334746896.6,170410687571.0,9499286,1699591,5865662,17064539
2014-05,NYSE (N),13917421175,0,0,13917421175,519620970743.0,0.0,0.0,519620970743.0,43432486,0,0,43432486
2014-05,NYSE Arca (P),5128847895,3565796501,3537961305,12232605701,210058175516.0,242658274744.0,145488032968.0,598204483228.0,41998551,10290277,23054439,75343267
2014-05,NYSE MKT (A),0,227060208,160406841,387467049,0.0,1513498444.63,3813321781.27,5326820225.9,0,483009,704430,1187439
2014-06,ADF (D),537161349,186879047,425596982,1149637378,19174006631.0,7146775940.77,11839749039.6,38160531611.4,2930209,484298,1927544,5342051
2014-06,BATS BYX (Y),2030547580,667503924,1247960469,3946011973,68359820687.9,36201894623.7,37328892262.0,141890607574.0,16502143,3037944,9071959,28612046
2014-06,BATS BZX (Z),3932602812,1813700923,2681196076,8427499811,145231987988.0,120828603980.0,95970141662.6,362030733631.0,30983480,6981705,19057492,57022677
2014-06,CHX (M),331583340,224721165,108338364,664642869,13589384848.1,18740265515.0,6312980182.93,38642630546.0,22261,54698,14722,91681
2014-06,EDGA (J),1501833535,588298220,930164272,3020296027,52038247191.5,30947373553.0,28914563431.3,111900184176.0,12150529,2984151,6927276,22061956
2014-06,EDGX (K),3613357678,1225692410,3039249200,7878299288,128614955960.0,59761766485.7,101530029435.0,289906751881.0,20183385,3837243,13871019,37891647
